content,cleaned,category,appVersion,at
Zomato doing scam I order chicken chilli but they give me wrong item,zomato scam order chicken chilli give wrong item,"Late Delivery, Wrong/Missing Items",19.1.8,10-10-2025 17:00
this is fake 🚫 product sale and don't buy this application 1000% fraud service,fake product sale dont buy application fraud service,Customer Support,17.9.8,10-10-2025 16:56
customer services is very poor,customer services poor,Customer Support,19.2.1,10-10-2025 16:56
"Pathetic platform, cancelled my order after making me wait for an hour, waste of time. Never using this Zomato in specific for food ordering apps. Swiggy is way better, always delivered at promised time, although might vary with order but better experience there Edit: another update they again played their cheap tricks and now using AI customer support. Very very bad app. Haha you lost a good customer.",pathetic platform cancelled order making wait hour waste time never using zomato specific food ordering apps swiggy way better always delivered promised time although might vary order better experience edit another update played cheap tricks using ai customer support bad app haha lost good customer,"Late Delivery, Customer Support",18.9.5,10-10-2025 16:55
bahut hi ghatiya apps hai khana oder kane pr rider khana kha jta hai or usne hath dho kar pani e deta hai complete karne pr koi sunvai nhi hota or refund Paisa bhi nhi dete hai 😡😡😡😡😡😡😡,bahut hi ghatiya apps hai khana oder kane pr rider khana kha jta hai usne hath dho kar pani e deta hai complete karne pr koi sunvai nhi hota refund paisa bhi nhi dete hai,"Late Delivery, Payment/Refund Issues",,10-10-2025 16:55
"poor not reliable, deleting your app",poor reliable deleting app,Other,19.1.8,10-10-2025 16:52
zomato is rating its customers..One of the reason is the amount of tip given to delivery boy by the customer . How can an app rate its customers who are giving them business? Its really disgusting to find a delivery boy rating you low based on low tip .,zomato rating customersone reason amount tip given delivery boy customer app rate customers giving business really disgusting find delivery boy rating low based low tip,Other,19.2.1,10-10-2025 16:49
worest app delivery very slow highest charges plus gst additional,worest app delivery slow highest charges plus gst additional,"Late Delivery, Payment/Refund Issues",19.1.8,10-10-2025 16:37
pathetic service by,pathetic service,Customer Support,19.2.1,10-10-2025 16:35
The order was delivered very late — it took more than an hour even though the restaurant is within 500 meters of my location. Very disappointed with the delivery time. Please improve your service and ensure faster delivery in nearby areas.,order delivered late took hour even though restaurant within meters location disappointed delivery time please improve service ensure faster delivery nearby areas,"Late Delivery, Customer Support",19.1.8,10-10-2025 16:29
"Very bad experience with Zomato. Late deliveries, canceled orders, loss of money & very worst customer service. I have placed a order, the delivery partner's number was not reachable, he did not reach my location, dropped a text that I couldn't find your house and canceled my order on his own. I was waiting in front of my house for the delivery. No signs of any zomato vehicle. No proper customer support system and they denied refund or to deliver it. Please don't waste your money in this app.",bad experience zomato late deliveries canceled orders loss money worst customer service placed order delivery partners number reachable reach location dropped text couldnt find house canceled order waiting front house delivery signs zomato vehicle proper customer support system denied refund deliver please dont waste money app,"Late Delivery, Payment/Refund Issues, Customer Support",19.2.1,10-10-2025 16:28
lootere hai sale.,lootere hai sale,Other,19.2.1,10-10-2025 16:24
"fraud app, waste food bheja or refund ke liye mana kar diya",fraud app waste food bheja refund ke liye mana kar diya,Payment/Refund Issues,19.2.1,10-10-2025 16:20
worst delivery app,worst delivery app,Other,19.1.8,10-10-2025 16:19
no liability on delivery time,liability delivery time,Late Delivery,19.1.8,10-10-2025 16:17
unprofessional fraud,unprofessional fraud,Other,19.2.1,10-10-2025 16:17
Worst experience,worst experience,Other,19.1.8,10-10-2025 16:16
"why have you given this platform to people who accept orders but don't respond? They don't answer calls. They have no idea about the order status. Please block such restaurants ""Box8 restaurant"" otherwise I have to boycott zomato",given platform people accept orders dont respond dont answer calls idea order status please block restaurants box restaurant otherwise boycott zomato,Late Delivery,19.2.1,10-10-2025 16:16
